feedback,batch,exp_id,meta_round,seed,role,model,survival_days,final_hp,dead
OPF,OPF,exp_076,3,42,Eric,deepseek-v4-flash,20.0,9.0,0
OPF,OPF,exp_076,3,98,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_076,3,98,Bob,gpt-5.4,19.0,-2.0,1
OPF,OPF,exp_076,3,98,Cindy,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_076,3,98,David,claude-sonnet-5,13.0,-1.0,1
OPF,OPF,exp_076,3,98,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_076,3,197,Alex,gemini-3.5-flash,8.0,-1.0,1
OPF,OPF,exp_076,3,197,Bob,gpt-5.4,20.0,7.0,0
OPF,OPF,exp_076,3,197,Cindy,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_076,3,197,David,claude-sonnet-5,20.0,6.0,0
OPF,OPF,exp_076,3,197,Eric,deepseek-v4-flash,20.0,9.0,0
OPF,OPF,exp_076,3,666,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_076,3,666,Bob,gpt-5.4,18.0,0.0,1
OPF,OPF,exp_076,3,666,Cindy,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_076,3,666,David,claude-sonnet-5,13.0,0.0,1
OPF,OPF,exp_076,3,666,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_077,1,10,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,1,10,Bob,gpt-5.4,17.0,0.0,1
OPF,OPF,exp_077,1,10,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,1,10,David,deepseek-v4-flash,20.0,8.0,0
OPF,OPF,exp_077,1,10,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_077,1,42,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,1,42,Bob,gpt-5.4,3.0,-2.0,1
OPF,OPF,exp_077,1,42,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,1,42,David,deepseek-v4-flash,20.0,4.0,0
OPF,OPF,exp_077,1,42,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_077,1,98,Alex,gemini-3.5-flash,11.0,-1.0,1
OPF,OPF,exp_077,1,98,Bob,gpt-5.4,20.0,4.0,0
OPF,OPF,exp_077,1,98,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,1,98,David,deepseek-v4-flash,17.0,-1.0,1
OPF,OPF,exp_077,1,98,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_077,1,197,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,1,197,Bob,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_077,1,197,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_077,1,197,David,deepseek-v4-flash,20.0,6.0,0
OPF,OPF,exp_077,1,197,Eric,gpt-5.4-nano,4.0,0.0,1
OPF,OPF,exp_077,1,666,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,1,666,Bob,gpt-5.4,18.0,-1.0,1
OPF,OPF,exp_077,1,666,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_077,1,666,David,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_077,1,666,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_077,2,10,Alex,gemini-3.5-flash,6.0,-3.0,1
OPF,OPF,exp_077,2,10,Bob,gpt-5.4,20.0,4.0,0
OPF,OPF,exp_077,2,10,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_077,2,10,David,deepseek-v4-flash,13.0,-1.0,1
OPF,OPF,exp_077,2,10,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_077,2,42,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,2,42,Bob,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_077,2,42,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,2,42,David,deepseek-v4-flash,5.0,-1.0,1
OPF,OPF,exp_077,2,42,Eric,gpt-5.4-nano,7.0,0.0,1
OPF,OPF,exp_077,2,98,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,2,98,Bob,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_077,2,98,Cindy,claude-sonnet-5,20.0,7.0,0
OPF,OPF,exp_077,2,98,David,deepseek-v4-flash,20.0,3.0,0
OPF,OPF,exp_077,2,98,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_077,2,197,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,2,197,Bob,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_077,2,197,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,2,197,David,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_077,2,197,Eric,gpt-5.4-nano,4.0,0.0,1
OPF,OPF,exp_077,2,666,Alex,gemini-3.5-flash,6.0,-3.0,1
OPF,OPF,exp_077,2,666,Bob,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_077,2,666,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,2,666,David,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_077,2,666,Eric,gpt-5.4-nano,20.0,4.0,0
OPF,OPF,exp_077,3,10,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,3,10,Bob,gpt-5.4,20.0,2.0,0
OPF,OPF,exp_077,3,10,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_077,3,10,David,deepseek-v4-flash,20.0,1.0,0
OPF,OPF,exp_077,3,10,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_077,3,42,Alex,gemini-3.5-flash,6.0,-3.0,1
OPF,OPF,exp_077,3,42,Bob,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_077,3,42,Cindy,claude-sonnet-5,20.0,7.0,0
OPF,OPF,exp_077,3,42,David,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_077,3,42,Eric,gpt-5.4-nano,20.0,5.0,0
OPF,OPF,exp_077,3,98,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,3,98,Bob,gpt-5.4,20.0,7.0,0
OPF,OPF,exp_077,3,98,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_077,3,98,David,deepseek-v4-flash,20.0,9.0,0
OPF,OPF,exp_077,3,98,Eric,gpt-5.4-nano,20.0,1.0,0
OPF,OPF,exp_077,3,197,Alex,gemini-3.5-flash,6.0,-3.0,1
OPF,OPF,exp_077,3,197,Bob,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_077,3,197,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_077,3,197,David,deepseek-v4-flash,12.0,0.0,1
OPF,OPF,exp_077,3,197,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_077,3,666,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_077,3,666,Bob,gpt-5.4,20.0,7.0,0
OPF,OPF,exp_077,3,666,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_077,3,666,David,deepseek-v4-flash,20.0,8.0,0
OPF,OPF,exp_077,3,666,Eric,gpt-5.4-nano,20.0,8.0,0
OPF,OPF,exp_078,1,10,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_078,1,10,Bob,gpt-5.4,12.0,0.0,1
OPF,OPF,exp_078,1,10,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_078,1,10,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_078,1,10,Eric,deepseek-v4-flash,20.0,9.0,0
OPF,OPF,exp_078,1,42,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_078,1,42,Bob,gpt-5.4,15.0,0.0,1
OPF,OPF,exp_078,1,42,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_078,1,42,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_078,1,42,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,1,98,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_078,1,98,Bob,gpt-5.4,3.0,-2.0,1
OPF,OPF,exp_078,1,98,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_078,1,98,David,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_078,1,98,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,1,197,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_078,1,197,Bob,gpt-5.4,20.0,7.0,0
OPF,OPF,exp_078,1,197,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,1,197,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_078,1,197,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,1,666,Alex,gemini-3.5-flash,11.0,-1.0,1
OPF,OPF,exp_078,1,666,Bob,gpt-5.4,3.0,-2.0,1
OPF,OPF,exp_078,1,666,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,1,666,David,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_078,1,666,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,2,10,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_078,2,10,Bob,gpt-5.4,20.0,2.0,0
OPF,OPF,exp_078,2,10,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,2,10,David,gpt-5.4-nano,8.0,-1.0,1
OPF,OPF,exp_078,2,10,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,2,42,Alex,gemini-3.5-flash,3.0,-2.0,1
OPF,OPF,exp_078,2,42,Bob,gpt-5.4,14.0,-2.0,1
OPF,OPF,exp_078,2,42,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_078,2,42,David,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_078,2,42,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,2,98,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_078,2,98,Bob,gpt-5.4,18.0,-1.0,1
OPF,OPF,exp_078,2,98,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,2,98,David,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_078,2,98,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,2,197,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_078,2,197,Bob,gpt-5.4,20.0,8.0,0
OPF,OPF,exp_078,2,197,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,2,197,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_078,2,197,Eric,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_078,2,666,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_078,2,666,Bob,gpt-5.4,8.0,0.0,1
OPF,OPF,exp_078,2,666,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_078,2,666,David,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_078,2,666,Eric,deepseek-v4-flash,20.0,9.0,0
OPF,OPF,exp_078,3,10,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_078,3,10,Bob,gpt-5.4,18.0,0.0,1
OPF,OPF,exp_078,3,10,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,3,10,David,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_078,3,10,Eric,deepseek-v4-flash,20.0,7.0,0
OPF,OPF,exp_078,3,42,Alex,gemini-3.5-flash,13.0,0.0,1
OPF,OPF,exp_078,3,42,Bob,gpt-5.4,20.0,5.0,0
OPF,OPF,exp_078,3,42,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,3,42,David,gpt-5.4-nano,6.0,-2.0,1
OPF,OPF,exp_078,3,42,Eric,deepseek-v4-flash,20.0,6.0,0
OPF,OPF,exp_078,3,98,Alex,gemini-3.5-flash,8.0,-2.0,1
OPF,OPF,exp_078,3,98,Bob,gpt-5.4,20.0,5.0,0
OPF,OPF,exp_078,3,98,Cindy,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_078,3,98,David,gpt-5.4-nano,12.0,0.0,1
OPF,OPF,exp_078,3,98,Eric,deepseek-v4-flash,18.0,-1.0,1
OPF,OPF,exp_078,3,197,Alex,gemini-3.5-flash,8.0,-1.0,1
OPF,OPF,exp_078,3,197,Bob,gpt-5.4,20.0,6.0,0
OPF,OPF,exp_078,3,197,Cindy,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_078,3,197,David,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_078,3,197,Eric,deepseek-v4-flash,20.0,6.0,0
OPF,OPF,exp_078,3,666,Alex,gemini-3.5-flash,8.0,-1.0,1
OPF,OPF,exp_078,3,666,Bob,gpt-5.4,20.0,4.0,0
OPF,OPF,exp_078,3,666,Cindy,claude-sonnet-5,20.0,7.0,0
OPF,OPF,exp_078,3,666,David,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_078,3,666,Eric,deepseek-v4-flash,20.0,3.0,0
OPF,OPF,exp_079,1,10,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_079,1,10,Bob,deepseek-v4-flash,20.0,3.0,0
OPF,OPF,exp_079,1,10,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_079,1,10,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_079,1,10,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,1,42,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_079,1,42,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,1,42,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,1,42,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_079,1,42,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,1,98,Alex,gemini-3.5-flash,20.0,3.0,0
OPF,OPF,exp_079,1,98,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,1,98,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,1,98,David,gpt-5.4-nano,7.0,-1.0,1
OPF,OPF,exp_079,1,98,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,1,197,Alex,gemini-3.5-flash,16.0,0.0,1
OPF,OPF,exp_079,1,197,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,1,197,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,1,197,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_079,1,197,Eric,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_079,1,666,Alex,gemini-3.5-flash,16.0,-2.0,1
OPF,OPF,exp_079,1,666,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,1,666,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,1,666,David,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_079,1,666,Eric,claude-sonnet-5,20.0,8.0,0
OPF,OPF,exp_079,2,10,Alex,gemini-3.5-flash,13.0,-2.0,1
OPF,OPF,exp_079,2,10,Bob,deepseek-v4-flash,10.0,-1.0,1
OPF,OPF,exp_079,2,10,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_079,2,10,David,gpt-5.4-nano,8.0,-1.0,1
OPF,OPF,exp_079,2,10,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,2,42,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_079,2,42,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,2,42,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,2,42,David,gpt-5.4-nano,20.0,3.0,0
OPF,OPF,exp_079,2,42,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,2,98,Alex,gemini-3.5-flash,13.0,0.0,1
OPF,OPF,exp_079,2,98,Bob,deepseek-v4-flash,20.0,2.0,0
OPF,OPF,exp_079,2,98,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_079,2,98,David,gpt-5.4-nano,4.0,0.0,1
OPF,OPF,exp_079,2,98,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,2,197,Alex,gemini-3.5-flash,13.0,-1.0,1
OPF,OPF,exp_079,2,197,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,2,197,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,2,197,David,gpt-5.4-nano,8.0,0.0,1
OPF,OPF,exp_079,2,197,Eric,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_079,2,666,Alex,gemini-3.5-flash,11.0,-3.0,1
OPF,OPF,exp_079,2,666,Bob,deepseek-v4-flash,10.0,-3.0,1
OPF,OPF,exp_079,2,666,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_079,2,666,David,gpt-5.4-nano,20.0,7.0,0
OPF,OPF,exp_079,2,666,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,3,10,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_079,3,10,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,3,10,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,3,10,David,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_079,3,10,Eric,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_079,3,42,Alex,gemini-3.5-flash,16.0,-1.0,1
OPF,OPF,exp_079,3,42,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,3,42,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,3,42,David,gpt-5.4-nano,8.0,0.0,1
OPF,OPF,exp_079,3,42,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,3,98,Alex,gemini-3.5-flash,11.0,-2.0,1
OPF,OPF,exp_079,3,98,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,3,98,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_079,3,98,David,gpt-5.4-nano,20.0,7.0,0
OPF,OPF,exp_079,3,98,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,3,197,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_079,3,197,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,3,197,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_079,3,197,David,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_079,3,197,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_079,3,666,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_079,3,666,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_079,3,666,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_079,3,666,David,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_079,3,666,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_080,1,10,Alex,gemini-3.5-flash,6.0,-3.0,1
OPF,OPF,exp_080,1,10,Bob,deepseek-v4-flash,4.0,0.0,1
OPF,OPF,exp_080,1,10,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_080,1,10,David,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_080,1,10,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,1,42,Alex,gemini-3.5-flash,3.0,-2.0,1
OPF,OPF,exp_080,1,42,Bob,deepseek-v4-flash,7.0,0.0,1
OPF,OPF,exp_080,1,42,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,1,42,David,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_080,1,42,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_080,1,98,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,1,98,Bob,deepseek-v4-flash,4.0,0.0,1
OPF,OPF,exp_080,1,98,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,1,98,David,claude-sonnet-5,14.0,0.0,1
OPF,OPF,exp_080,1,98,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,1,197,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_080,1,197,Bob,deepseek-v4-flash,4.0,0.0,1
OPF,OPF,exp_080,1,197,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_080,1,197,David,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_080,1,197,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,1,666,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,1,666,Bob,deepseek-v4-flash,19.0,-1.0,1
OPF,OPF,exp_080,1,666,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,1,666,David,claude-sonnet-5,20.0,7.0,0
OPF,OPF,exp_080,1,666,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_080,2,10,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_080,2,10,Bob,deepseek-v4-flash,12.0,0.0,1
OPF,OPF,exp_080,2,10,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,2,10,David,claude-sonnet-5,13.0,0.0,1
OPF,OPF,exp_080,2,10,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_080,2,42,Alex,gemini-3.5-flash,20.0,3.0,0
OPF,OPF,exp_080,2,42,Bob,deepseek-v4-flash,7.0,0.0,1
OPF,OPF,exp_080,2,42,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,2,42,David,claude-sonnet-5,3.0,-2.0,1
OPF,OPF,exp_080,2,42,Eric,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_080,2,98,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,2,98,Bob,deepseek-v4-flash,3.0,-2.0,1
OPF,OPF,exp_080,2,98,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,2,98,David,claude-sonnet-5,20.0,6.0,0
OPF,OPF,exp_080,2,98,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,2,197,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,2,197,Bob,deepseek-v4-flash,4.0,0.0,1
OPF,OPF,exp_080,2,197,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_080,2,197,David,claude-sonnet-5,3.0,-2.0,1
OPF,OPF,exp_080,2,197,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,2,666,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,2,666,Bob,deepseek-v4-flash,20.0,4.0,0
OPF,OPF,exp_080,2,666,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,2,666,David,claude-sonnet-5,3.0,-2.0,1
OPF,OPF,exp_080,2,666,Eric,gpt-5.4-nano,20.0,8.0,0
OPF,OPF,exp_080,3,10,Alex,gemini-3.5-flash,6.0,-2.0,1
OPF,OPF,exp_080,3,10,Bob,deepseek-v4-flash,20.0,7.0,0
OPF,OPF,exp_080,3,10,Cindy,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_080,3,10,David,claude-sonnet-5,5.0,0.0,1
OPF,OPF,exp_080,3,10,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,3,42,Alex,gemini-3.5-flash,15.0,0.0,1
OPF,OPF,exp_080,3,42,Bob,deepseek-v4-flash,4.0,0.0,1
OPF,OPF,exp_080,3,42,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,3,42,David,claude-sonnet-5,9.0,-1.0,1
OPF,OPF,exp_080,3,42,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,3,98,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,3,98,Bob,deepseek-v4-flash,20.0,5.0,0
OPF,OPF,exp_080,3,98,Cindy,gpt-5.4,20.0,7.0,0
OPF,OPF,exp_080,3,98,David,claude-sonnet-5,3.0,-2.0,1
OPF,OPF,exp_080,3,98,Eric,gpt-5.4-nano,20.0,10.0,0
OPF,OPF,exp_080,3,197,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,3,197,Bob,deepseek-v4-flash,4.0,0.0,1
OPF,OPF,exp_080,3,197,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,3,197,David,claude-sonnet-5,11.0,-2.0,1
OPF,OPF,exp_080,3,197,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_080,3,666,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_080,3,666,Bob,deepseek-v4-flash,20.0,2.0,0
OPF,OPF,exp_080,3,666,Cindy,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_080,3,666,David,claude-sonnet-5,3.0,-2.0,1
OPF,OPF,exp_080,3,666,Eric,gpt-5.4-nano,20.0,9.0,0
OPF,OPF,exp_081,1,10,Alex,gemini-3.5-flash,20.0,7.0,0
OPF,OPF,exp_081,1,10,Bob,deepseek-v4-flash,20.0,8.0,0
OPF,OPF,exp_081,1,10,Cindy,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_081,1,10,David,gpt-5.4,20.0,3.0,0
OPF,OPF,exp_081,1,10,Eric,claude-sonnet-5,20.0,9.0,0
OPF,OPF,exp_081,1,42,Alex,gemini-3.5-flash,8.0,0.0,1
OPF,OPF,exp_081,1,42,Bob,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_081,1,42,Cindy,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_081,1,42,David,gpt-5.4,20.0,10.0,0
OPF,OPF,exp_081,1,42,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_081,1,98,Alex,gemini-3.5-flash,3.0,-2.0,1
OPF,OPF,exp_081,1,98,Bob,deepseek-v4-flash,20.0,9.0,0
OPF,OPF,exp_081,1,98,Cindy,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_081,1,98,David,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_081,1,98,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_081,1,197,Alex,gemini-3.5-flash,3.0,-2.0,1
OPF,OPF,exp_081,1,197,Bob,deepseek-v4-flash,20.0,10.0,0
OPF,OPF,exp_081,1,197,Cindy,gpt-5.4-nano,3.0,-2.0,1
OPF,OPF,exp_081,1,197,David,gpt-5.4,20.0,9.0,0
OPF,OPF,exp_081,1,197,Eric,claude-sonnet-5,20.0,10.0,0
OPF,OPF,exp_081,1,666,Alex,gemini-3.5-flash,3.0,-2.0,1
OPF,OPF,exp_081,1,666,Bob,deepseek-v4-flash,20.0,10.0,0
